ISSN,Volume,DOI,Issue,Publisher,Abstract,Publication Title,Title,Author
23345837,31,10.1002/j.2334-5837.2021.00877.x,1,Wiley-Blackwell,"Today's systems are continuing to increase in complexity, and employers have placed a premium on critical and systems thinking skills. The World Economic Forum (WEF) reports that an increasing share of jobs are focused more heavily on soft skills or a combination of soft and technical skills. The WEF 5‐year survey of most desired job skills highlight the growing focus on the cognitive and relationship‐building aspects of the future workspace. ""Complex Problem Solving"" has topped the list in both the 2015 and 2020 reports. This paper consolidates and proposes a common framework for lifelong learning in the engineering domain, targeted at practical tools that help engineers solve complex problems, think and learn more holistically, and apply that learning to team leadership. Although the work has been focused on engineering roles, it may be generally applied to any domain where complex problem solving is at a premium. The framework identifies five complex problem‐solving competency sets: sensemaking, adaptive and computational thinking, a design mindset, system architecting and communicating, and leading teams through cycles of learning. These competencies are developed through the experience of a learning infrastructure which integrates learning with the work do be done, through facilitating learning and performance in systems thinking, team leadership and personal learning power and self‐leadership. This paper presents the framework, the background research that led to its development, and how it might be delivered through teaching and mentoring on complex projects. [ABSTRACT FROM AUTHOR] Copyright of Incose International Symposium is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Incose International Symposium,The Evolution of HELIX: A Competency Model for Complex Problem Solving.,"McDermott, Tom; Hutchison, Nicole; Crick, Ruth"
,,10.1145/3373625.3417998,22,Association for Computing Machinery,"With an increase in the use of block-based programming environments in k-12 curriculum, the need for accessibility exists in order to serve all students. Accessible block-based systems are in their infancy. Such systems would provide students with visual impairments the opportunity to learn programming and take part in computational thinking activities using the same systems that are found appealing to most sighted learners. However, with the presence of these systems little is known about their long-term use in the educational milieu. As a result, we conducted a survey with twelve teachers of students with visual impairments to learn about the use of these systems in teaching their students and to understand the barriers that students face in the learning process. Our study reveals that only one block-based programming environment is common among teachers and that several challenges exist. These challenges range from limited learners' preparedness through difficulties editing and navigating code, to ineffective system feedback. [ABSTRACT FROM AUTHOR] Copyright of ACM SIGACCESS Conference on Computers & Accessibility is the property of Association for Computing Machinery and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",ACM SIGACCESS Conference on Computers & Accessibility,Investigating Challenges Faced by Learners with Visual Impairments using Block-Based Programming/Hybrid Environments.,"Mountapmbeme, Aboubakar; Ludi, Stephanie"
22111662,23,10.1007/s10758-018-9358-z,2,Springer Nature,"The development of elementary-aged students’ STEM and computer science (CS) literacy is critical in this evolving technological landscape, thus, promoting success for college, career, and STEM/CS professional paths. Research has suggested that elementary-aged students need developmentally appropriate STEM integrated opportunities in the classroom; however, little is known about the potential impact of CS programming and how these opportunities engender positive perceptions, foster confidence, and promote perseverance to nurture students’ early career aspirations related to STEM/CS. The main purpose of this mixed-method study was to examine elementary-aged students’ (N = 132) perceptions of STEM, career choices, and effects from pre- to post-test intervention of CS lessons (N = 183) over a three-month period. Findings included positive and significant changes from students’ pre- to post-tests as well as augmented themes from 52 student interviews to represent increased enjoyment of CS lessons, early exposure, and its benefits for learning to future careers. [ABSTRACT FROM AUTHOR] Copyright of Technology, Knowledge & Learning is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","Technology, Knowledge & Learning",Computer Programming Effects in Elementary: Perceptions and Career Aspirations in STEM.,"Tran, Yune"
02664909,34,10.1111/jcal.12219,2,Wiley-Blackwell,"Abstract: Educational robotics programs offer an engaging opportunity to potentially teach core computer science concepts and practices in K–12 classrooms. Here, we test the effects of units with different programming content within a virtual robotics context on both learning gains and motivational changes in middle school (6th–8th grade) robotics classrooms. Significant learning gains were found overall, particularly for groups introduced to content involving program flow, the structural logic of program execution. Relative gains for these groups were particularly high on items that require the transfer of knowledge to dissimilar contexts. Reaching units that included program flow content was also associated with greater maintenance of programming interest when compared with other units. Therefore, our results suggest that explicit instruction in the structural logic of programming may develop deeper transferrable programming knowledge and prevent declines in some motivational factors. [ABSTRACT FROM AUTHOR] Copyright of Journal of Computer Assisted Learning is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Computer Assisted Learning,Attending to structural programming features predicts differences in learning and motivation.,"Witherspoon, Eben B.; Schunn, Christian D.; Higashi, Ross M.; Shoop, Robin"
07475632,80,10.1016/j.chb.2017.09.029,,Elsevier B.V.,"Today it is almost impossible to spend a single day without depending on an information system, a computer or any other form of computation. Though the starting barrier is low, fundamental concepts are still required in order to manage the technicalities of the engineering environment and everyday computational systems. In 1967, Logo proposed to teach abstract programming concepts by providing a set of functions that had intuitive, visible effects over a robotic Turtle . LOGO was a success, but the robots quickly migrated into computer simulations. From LOGO, many followed. Scratch and Lego Mindstorm are some of the most notorious examples. Both introduced graphical block-based programming interfaces. We propose to bring back the powerful ideas behind LOGO by updating it with state of the art technologies. Phogo combines Python, Arduino and 3D printing into a low cost robot that is easy to build and control. The robot has a pen to draw shapes and can be commanded from a computer via a wireless link that is transparent to the students. The use of a physical robot can make programming more accessible for students with disabilities. The open and maker philosophies behind Phogo makes it more interesting as students will be able to access and study the electronic components. The textual programing language can be a long life companion for the students. In this work we discuss LOGO and other projects inspired by it, and we also share the methodology and design decisions behind Phogo, the results of its application in a workshop and the improvements we are currently developing. [ABSTRACT FROM AUTHOR] Copyright of Computers in Human Behavior is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers in Human Behavior,"Phogo: A low cost, free and “maker” revisit to Logo.","Molins-Ruano, Pablo; Gonzalez-Sacristan, Carlos; Garcia-Saura, Carlos"
00010782,65,10.1145/3495561,1,Association for Computing Machinery,"The article questions the utility of computer science education in promoting or diminishing opportunity and social inequality. The author considers the inequities allegedly inherent in college preparation as well as in the mastery of ""foundational concepts"". Definitions of computational thinking for mathematics and science education are criticized and options for computer science education approaches are outlined.",Communications of the ACM,"Is Higher Education an Engine of Opportunity, or a Perpetuator of Privilege?","Guzdial, Mark"
10494820,28,10.1080/10494820.2019.1612446,3,Taylor & Francis Ltd,"Portfolios have recently gained traction within computer science education as a way to assess students' computational thinking and practices. Whereas traditional assessments such as exams tend to capture learning within artificial settings at a single point in time, portfolios provide more authentic opportunities to document a trajectory of students' learning and practices in everyday contexts. Furthermore, because communication itself has been defined as an important computational thinking practice, portfolios give students a place to practice this skill in the classroom. In this study, we report on the implementation of a digital portfolio with a class of 21 high school students used to capture the process of creating of an electronic textile mural project. While students' understanding of computational concepts were only partially captured within the portfolios, their engagements with computational practices – such as debugging and iteration – were better highlighted. Much of this was due to the students' existing communicative strategies themselves, both in terms of how precise they were in describing issues, as well as how they leveraged images and code to explain their process. Recommendations for designing more effective portfolio assessments are discussed, which include greater emphasis on creating shared classroom discourse, and leveraging students' existing experiences with multimedia. [ABSTRACT FROM AUTHOR] Copyright of Interactive Learning Environments is the property of Routledge and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Interactive Learning Environments,Communicating computational concepts and practices within high school students' portfolios of making electronic textiles.,"Lui, Debora; Walker, Justice T.; Hanna, Sheri; Kafai, Yasmin B.; Fields, Deborah; Jayathirtha, Gayithri"
10024956,38,10.16791/j.cnki.sjg.2021.06.042,6,Experimental Technology & Management Editorial Office,"The practical teaching is reformed and practiced based on computer thinking, engineering thinking and innovative thinking. Through the construction of computational thinking to set up the basic curriculum group, reform of practical teaching methods, etc., the model to train students’ computational and their ability to analyze problems, abstract problems and solve problems is established. Through the construction of “Five-together” university and enterprise deep cooperation model and based on the “Introducing into and sending out” practice, students’ engineering thinking is improved, and their engineering practical ability is trained. Through the establishment of a diversified, multi-level and progressive innovation practice teaching system, students' innovation consciousness can be stimulated and their innovation practice ability can be cultivated. The reform practice has proved that the practice teaching reform based on the cultivation of mixed thinking ability is helpful to improve students’ basic practice ability, engineering practice ability and innovative practice ability, and the effect of practice teaching is remarkable. (English) [ABSTRACT FROM AUTHOR] 以计算思维、工程思维、创新思维培养为切入点，对实践教学进行了改革与实践。通过建设计算思 维培养基础课程群、改革实践教学方法等建立学生的计算思维，培养学生分析问题、抽象问题模型及解决问 题的能力；通过构建“五共”校企深度合作模式、基于“引进来、送出去”方式建立学生的工程思维，培养 学生的工程实践能力；通过建立多元化、多层次、递进式的创新实践教学体系激发学生的创新意识，培养学 生的创新实践能力。改革实践证明，基于混合思维能力培养的实践教学改革有助于提高学生的基础实践能力、 工程实践能力和创新实践能力，实践教学效果显著. (Chinese) [ABSTRACT FROM AUTHOR] Copyright of Experimental Technology & Management is the property of Experimental Technology & Management Editorial Office and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Experimental Technology & Management,基于混合思维能力培养的计算机类 实践教学改革与实施.,张其亮; 陈永生; 杜晓明
10009000,26,10.1007/s11390-011-1161-4,4,Springer Nature,"This article presents an observation resulted from the six-year Sino-USA computer science leadership exchanges: the trend towards the emergence of a new computer science that is more universal and fundamental than that in the past. In the 21st century, the field of computer science is experiencing fundamental transformations, from its scope, objects of study, basic metrics, main abstractions, fundamental principles, to its relationship to other sciences and to the human society, while inheriting the basic way of thinking and time-tested body of knowledge accumulated through the past 50 years. We discuss three new concepts related to this trend. They are computational lens and computational thinking articulated by US scientists, and ternary computing for the masses proposed by Chinese scientists. We review the salient features of these concepts, discuss their impact, and summarize future research directions. [ABSTRACT FROM AUTHOR] Copyright of Journal of Computer Science & Technology (10009000) is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Computer Science & Technology (10009000),Three New Concepts of Future Computer Science.,Zhi-Wei Xu; Dan-Dan Tu
07356331,61,10.1177/07356331221133560,5,Sage Publications Inc.,"Reintroducing computer science (CS) education in K–12 schools to promote computational thinking (CT) has attracted significant attention among scholars and educators. Among the several essential components included in CS and CT education, program debugging is an indispensable skill. However, debugging teaching has often been overlooked in K–12 contexts, and relevant empirical studies are lacking in the literature. Moreover, novices generally have poor performance in domain knowledge and strategic knowledge concerning debugging. They also consistently experience a high cognitive burden in debugging learning. To address these gaps, we developed a flipped systematic debugging approach combined with a systematic debugging process (SDP) and the modeling method. A quasi-experimental study was conducted to explore the effectiveness of this flipped systematic debugging approach, in which 83 fifth-grade students attended the flipped debugging training lessons with the SDP–modeling method, and 75 fifth-grade students attended the unassisted flipped debugging training lessons without the SDP–modeling method. The results indicated that flipped debugging training using the SDP–modeling method improved students' debugging skills. The results from the questionnaire showed that the proposed teaching approach increased the students' investment in germane cognitive load by promoting schema construction. It also helped reduce students' intrinsic and extraneous cognitive load in learning. [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Computing Research is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Educational Computing Research,A Flipped Systematic Debugging Approach to Enhance Elementary Students' Program Debugging Performance and Optimize Cognitive Load.,"Gao, Xuemin; Hew, Khe Foon"
09505849,170,10.1016/j.infsof.2024.107434,,Elsevier B.V.,"Software Engineering is dedicated to the systematic and efficient development of software, which necessitates the active participation of all team members and a recognition of their unique skills and abilities, including those with autism spectrum disorders (ASD). The inclusion of individuals with ASD presents new perspectives, yet there is a lack of systematic evidence regarding the primary obstacles and potential benefits associated with their inclusion. This paper aims to identify, characterize, and describe barriers, facilitators, and methodological proposals described by the community to include individuals with ASD in the discipline of Software Engineering. We conducted a comprehensive systematic multivocal mapping study to evaluate the existing evidence on the inclusion of individuals with ASD in Software Engineering. We obtained 34 primary studies from which we identified the main facilitators of motivation to learn new skills, attention to detail, and the ability to report and visualize patterns. In contrast, the main barriers detected were communication, a lack of neurodivergent computational thinking, and sensory integration. Additionally, we identified and classified four categories of proposals that allowed the inclusion of individuals with ASD: (i) using virtual reality, (ii) creating more inclusive workspaces, (iii) encouraging neurodivergent computational thinking, and (iv) improving social skills. This study identifies the principal elements that ought to be taken into consideration when allocating tasks and roles to individuals with ASD in software development. [Display omitted] • Few studies discuss facilitators to include individuals with Autism Spectrum Disorder. • Communication is key to the inclusion of individuals with Autism Spectrum Disorder. • Immersive reality and neurodivergent computational thinking are inclusion options. [ABSTRACT FROM AUTHOR] Copyright of Information & Software Technology is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Information & Software Technology,Inclusion of individuals with autism spectrum disorder in Software Engineering.,"Márquez, Gastón; Pacheco, Michelle; Astudillo, Hernán; Taramasco, Carla; Calvo, Esteban"
00010782,59,10.1145/2964342,8,Association for Computing Machinery,"The article discusses the work of computer scientist John H. Holland in relation to adaptive computation, multidisciplinary research, and computational thinking. Topics include Holland's development of adaptive search, the use of internal models in Holland's theory of adaptive systems, and Holland's work on explanatory modeling. Universal properties of complex adaptive systems are also addressed.",Communications of the ACM,Adaptive Computation: The Multidisciplinary Legacy of John H. Holland.,"FORREST, STEPHANIE; MITCHELL, MELANIE"
20763417,11,10.3390/app11010341,1,MDPI,"Software programming is one of the key abilities for the development of Computational Thinking (CT) skills in Science, Technology, Engineering and Mathematics (STEM). However, specific software tools to emulate realistic scenarios are required for effective teaching. Unfortunately, these tools have some limitations in educational environments due to the need of an adequate configuration and orchestration, which usually assumes an unaffordable work overload for teachers and is inaccessible for students outside the laboratories. To mitigate the aforementioned limitations, we rely on cloud solutions that automate the process of orchestration and configuration of software tools on top of cloud computing infrastructures. This way, the paper presents ACTaaS as a cloud-based educational resource that deploys and orchestrates a whole realistic software programming environment. ACTaaS provides a simple, fast and automatic way to set up a professional integrated environment without involving an overload to the teacher, and it provides an ubiquitous access to the environment. The solution has been tested in a pilot group of 28 students. Currently, there is no tool like ACTaaS that allows such a high grade of automation for the deployment of software production environments focused on educational activities supporting a wide range of cloud providers. Preliminary results through a pilot group predict its effectiveness due to the efficiency to set up a class environment in minutes without overloading the teachers, and providing ubiquitous access to students. In addition, the first student opinions about the experience were greatly positive. [ABSTRACT FROM AUTHOR] Copyright of Applied Sciences (2076-3417) is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Applied Sciences (2076-3417),A Pilot Experience with Software Programming Environments as a Service for Teaching Activities.,"Calatrava Arroyo, Amanda; Ramos Montes, Marcos; Segrelles Quilis, J. Damian"
00104787,,,,"TechTarget, Inc.","The article presents the views expressed by the British Computer Society Thought Leadership debate participants on computational thinking. One attendee said that computational thinking should be seen as being a common language for solving problems, one which helps iron out the problems from abstraction; determining what it is that can be computed. Others wondered if computational thinking might be understood as a form of modeling, and, if so, whether the focus was on numerical modeling or symbolic modeling. Some were doubtful as to whether computational thinking is a practice restricted to computer science. Many felt that information technology (IT) is taken for granted by the general public, which means that computational thinking is not appreciated as much as it should be.",Computer Weekly,Computational thinking: a discipline with uses outside the computer lab?,"Richards, Justin"
00010782,61,10.1145/3199603,5,Association for Computing Machinery,"The article discusses K-12 computer science education (CSed) in Switzerland in relation to mandatory pre-service teacher computer science education. Topics include the use of computational thinking tools to make programming accessible to students, the role of computer science in teacher professional development, and the development of a Scalable Game Design course in Switzerland and at the University of Colorado.",Communications of the ACM,Scale or Fail: Moving beyond self-selected computer science education in Switzerland.,"Repenning, Alexander"
13807501,79,10.1007/s11042-020-09202-z,45/46,Springer Nature,"Coding skills are becoming more and more important in today's world, especially within the context of the fourth industrial revolution. They also help practice other 21 century skills such as computational thinking, problem solving and teamwork. Unfortunately, learning how to program is tough and can be also frustrating for beginner students. In this work we introduce RoboTIC, a serious game based on gamification and Augmented Reality that facilitates the learning of programming to students in lower levels of the education system by using a novel set of visual metaphors derived from a notation of roads and traffic signs. The architecture that supports RoboTIC has been designed to allow the integration of multimedia components when new programming concepts and techniques must be addressed and to add game levels that enable students to learn incrementally. Experiments have been conducted in a youth center with children who do not have coding skills at all to demonstrate the feasibility of the proposal. The results show promising conclusions in terms of children's motivation and interest in programming. [ABSTRACT FROM AUTHOR] Copyright of Multimedia Tools & Applications is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Multimedia Tools & Applications,RoboTIC: A serious game based on augmented reality for learning programming.,"Schez-Sobrino, Santiago; Vallejo, David; Glez-Morcillo, Carlos; Redondo, Miguel Á.; Castro-Schez, José Jesús"
18257321,20,10.13128/form-10038,3,Firenze University Press,"It is an increasingly common practice in schools to propose to children and young people educational activities based on the use of robots to introduce topics such as digital competences, computational thinking and artificial intelligence (AI) education. Although, the potentials of educational robotics are many, we must also ask ourselves what it means today, for a teacher to educate to AI. In this regard, this contribution reports the most significant aspects that emerged from a first exploratory survey aimed at acquiring specific information on the use of robots in relation to AI education. The survey was carried out on a small sample of privileged witnesses belonging to the school. In the face of a recognized impact of robotics experiences on learning, specific attention emerges to what can be done to educate the new generations to be future digital citizens, aware of possible implications of AI in our lives. (English) [ABSTRACT FROM AUTHOR] È pratica sempre più diffusa, in ambito scolastico, quella di proporre a bambini e ragazzi attività educative basate sull’utilizzo di robot per introdurre il tema delle competenze digitali, del pensiero computazionale e dell’educazione all’intelligenza artificiale (IA). Sebbene le potenzialità della robotica educativa siano oggi molte, occorre anche chiedersi cosa significa per un insegnante educare all’IA. A questo riguardo, il presente contributo riporta gli aspetti più significativi emersi da una prima indagine esplorativa finalizzata ad acquisire specifiche informazioni sull’utilizzo dei robot in riferimento all’educazione all’IA. L’indagine è stata compiuta su un campione ristretto di testimoni privilegiati appartenenti all’ambito della scuola. A fronte di un riconosciuto impatto delle esperienze di robotica sull’apprendimento, emerge un’attenzione specifica a quello che si può fare per educare le nuove generazioni ad essere futuri cittadini digitali, consapevoli delle possibili implicazioni dell’IA nelle nostre vite. (Italian) [ABSTRACT FROM AUTHOR] Copyright of Form@re is the property of Firenze University Press and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Form@re,Robotica educativa ed educazione all’intelligenza artificiale: quali priorità per la scuola?,"Ferrari, Luca; Macauda, Anita; Soriani, Alessandro; Russo, Veronica"
03601315,148,10.1016/j.compedu.2020.103807,,Elsevier B.V.,"Computational thinking (CT) and the coding element of it are progressively entering in the primary school curriculum worldwide. Yet, little is known about the effects of these skills on children's cognitive development. In a cluster-randomized controlled trial, we examined how 1st-grade children's gains in coding skills that follow instructional intervention transfer to two important executive functions (EFs): planning and response inhibition. One-hundred seventy-nine (179) first graders from 5 schools and 10 class groups, with no prior experience of coding, were randomly assigned to an experimental (coding, 5 classes) or control (standard STEM, 5 classes) instructional condition. The experimental intervention involved 8 h of coding activities (two weekly lessons for 4 weeks), through the Code.org platform. Children in the control group were exposed to standard STEM instruction. Four coding tasks drawn from Code.org, two standardized planning tasks (Elithorn maze test and Tower of London, ToL, test) and two standardized response inhibition tasks (NEPSY-II inhibition subtest and numerical Stroop), were used to assess children's skills at the pretest and posttest (after the instructional intervention). To measure retention, the same skills were also assessed for 44 children from the experimental group 5 weeks from the posttest (follow up). The results show that practice with coding through Code.org not only improved measurably children's ability to solve coding problems, but also their EFs, increasing the time children spent planning, their ability to solve standardized planning tasks, and to inhibit prepotent responses. Such findings add to the still limited literature on the cognitive effects of coding, deepening our understanding of the positive implications of introducing Computational Thinking early in the school curriculum. • Eight hours practice with Code.org are sufficient to support the development of coding skills in 6-year old children. • Gains in coding skills are transferred to children's executive functions: planning and response inhibition. • Transfer of coding effects is more evident for planning than for response inhibition. • The use of different cognitive tasks to assess the degree of cognitive transfer is important. [ABSTRACT FROM AUTHOR] Copyright of Computers & Education is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers & Education,The effects of coding on children's planning and inhibition skills.,"Arfé, Barbara; Vardanega, Tullio; Ronconi, Lucia"
01641212,157,10.1016/j.jss.2019.110401,,Elsevier B.V.,"• Outline and theorization of ""Cooperative Thinking"" extending Computational Thinking with Agile principles. • Educational recommendations to address Cooperative Thinking. • Assessment and validation of Cooperative Thinking using a Partial Least Square Structural Equation Modeling approach. Computational Thinking (CT) and Agile Values (AV) focus respectively on the individual capability to think algorithmically, and on the principles of collaborative software development. Although these two dimensions of software engineering education complement each other, very few studies explored their interaction. In this paper we use an exploratory Structural Equation Modeling technique to introduce and analyze Cooperative Thinking (CooT), a model of team-based computational problem solving. We ground our model on the existing literature and validate it through Partial Least Square modeling. Cooperative Thinking is new competence which aim is to support cooperative problem solving of technical contents suitable to deal with complex software engineering problems. This article suggests to tackle the CooT construct as an education goal, to train students of software development to improve both their individual and teaming performances. [ABSTRACT FROM AUTHOR] Copyright of Journal of Systems & Software is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Systems & Software,Cooperative Thinking: Analyzing a new framework for software engineering education.,"Ciancarini, Paolo; Missiroli, Marcello; Russo, Daniel"
03401200,114,10.1007/s00422-020-00830-0,2,Springer Nature,"Autonomous motivated spatial navigation in animals or robots requires the association between spatial location and value. Hippocampal place cells are involved in goal-directed spatial navigation and the consolidation of spatial memories. Recently, Gauthier and Tank (Neuron 99(1):179–193, 2018. 10.1016/j.neuron.2018.06.008) have identified a subpopulation of hippocampal cells selectively activated in relation to rewarded goals. However, the relationship between these cells' spiking activity and goal representation remains elusive. We analyzed data from experiments in which rats underwent five consecutive tasks in which reward locations and spatial context were manipulated. We found CA1 populations with properties continuously ranging from place cells to reward cells. Specifically, we found typical place cells insensitive to reward locations, reward cells that only fired at correct rewarded feeders in each task regardless of context, and ""hybrid cells"" that responded to spatial locations and change of reward locations. Reward cells responded mostly to the reward delivery rather than to its expectation. In addition, we found a small group of neurons that transitioned between place and reward cells properties within the 5-task session. We conclude that some pyramidal cells (if not all) integrate both spatial and reward inputs to various degrees. These results provide insights into the integrative coding properties of CA1 pyramidal cells, focusing on their abilities to carry both spatial and reward information in a mixed and plastic manner. This conjunctive coding property prompts a re-thinking of current computational models of spatial navigation in which hippocampal spatial and subcortical value representations are independent. [ABSTRACT FROM AUTHOR] Copyright of Biological Cybernetics is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Biological Cybernetics,Conjunctive reward–place coding properties of dorsal distal CA1 hippocampus cells.,"Xiao, Zhuocheng; Lin, Kevin; Fellous, Jean-Marc"
18234208,19,10.22452/jdbe.vol19no3.1,3,"University of Malaya, Faculty of Built Environment","This paper presents creative geometry research focusing on computational design exploration to improve the eco-performance of concrete blocks used as a building material. To provide a positive ecoperformance, an optimized concrete block was designed to be more efficient than a conventional concrete block with respect to the materials used and the space occupied during storage and transport. The results prove that the form is cost-effective and that the environmental impact caused by associated production and distribution processes would be comparatively reduced. Computational research based on parametric design thinking enabled the relationship between form properties as selected design parameters to be evaluated, with the aim of ensuring that efficiency does not compromise technical requirements and that the overall functional role of the concrete block is appropriate when used as a constituent material in nonstructural wall construction. Volumetric-based measurements were employed using Rhinoceros modeling software with a Grasshopper plug-in to assess the eco-performance of the concrete block based on selected indicators. The results show that the folded S-shape concrete block with a width of 40 mm consumes only 43% of the main material and 14% of the auxiliary material relative to a conventional concrete block with a width of 100 mm. When arranged horizontally, a standard container can hold 60% more of the optimized concrete block units compared to conventional ones. Additional findings were also made that suggest future research potential, including use of the concrete blocks as building elements in passive design strategies. [ABSTRACT FROM AUTHOR] Copyright of Journal of Design & Built Environment is the property of University of Malaya, Faculty of Built Environment and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Design & Built Environment,Increasing Eco-Performance of Concrete Blocks through Computational Design Form Optimization.,"Pradipto, Eugenius; Afif, Nabila"
08993408,26,10.1080/08993408.2016.1231784,02-mar,Taylor & Francis Ltd,"This paper describes the development, validation, and uses of the Collaborative Computing Observation Instrument (C-COI), a web-based analysis instrument that classifies individual and/or collaborative behaviors of students during computing problem-solving (e.g. coding, programming). The C-COI analyzes data gathered through video and audio screen recording software that captures students’ computer screens as they program, and their conversations with their peers or adults. The instrument allows researchers to organize and quantify these data to track behavioral patterns that could be further analyzed for deeper understanding of persistence and/or collaborative interactions. The article provides a rationale for the C-COI including the development of a theoretical framework for measuring collaborative interactions in computer-mediated environments. This theoretical framework relied on the computer-supported collaborative learning literature related to adaptive help seeking, the joint problem-solving space in which collaborative computing occurs, and conversations related to outcomes and products of computational activities. Instrument development and validation also included ongoing advisory board feedback from experts in computer science, collaborative learning, and K-12 computing as well as classroom observations to test out the constructs in the C-COI. These processes resulted in an instrument with rigorous validation procedures and a high inter-rater reliability. [ABSTRACT FROM PUBLISHER] Copyright of Computer Science Education is the property of Routledge and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computer Science Education,Assessing collaborative computing: development of the Collaborative-Computing Observation Instrument (C-COI).,"Israel, Maya; Wherfel, Quentin M.; Shehab, Saadeddine; Ramos, Evan A.; Metzger, Adam; Reese, George C."
